_Date	_Time	_Notes	_Run Type	Battle Date	Armor Shards	Basic	Black Hole Damage	Boss	Cannon Shards	Cash earned	Cash From Golden Tower	Cells Earned	Chain Lightning Damage	Coins earned	Coins Fetched	Coins From Black Hole	Coins from Blackhole	Coins from Coin Bonuses	Coins from Coin Upgrade	Coins From Death Wave	Coins From Golden Tower	Coins From Orb	Coins from Orbs	Coins From Spotlight	Coins per hour	Coins Stolen	Commander	Commanders	Common Modules	Core Shards	Damage	Damage dealt	Damage Gain From Berserk	Damage Taken	Damage Taken Wall	Damage Taken While Berserked	Death Defy	Death Ray Damage	Death Wave Damage	Destroyed by Death Ray	Destroyed by Land Mine	Destroyed By Orbs	Destroyed by Thorns	Destroyed in Golden Bot	Destroyed in Spotlight	Enemies Hit by Orbs	Fast	Flame Bot Damage	Free Attack Upgrade	Free Defense Upgrade	Free Utility Upgrade	Game Time	Gem Blocks Tapped	Gems	Generator Shards	Golden Bot Coins Earned	Guardian catches	Guardian coins stolen	HP From Death Wave	Inner Land Mine Damage	Interest earned	Killed By	Land Mine Damage	Land Mines Spawned	Lifesteal	Medals	Orb Damage	Orb Hits	Overcharge	Overcharges	Projectiles Count	Projectiles Damage	Protector	Ranged	Rare Modules	Rays	Real Time	Recovery Packages	Rend Armor Damage	Reroll Shards	Reroll Shards Earned	Saboteur	Saboteurs	Scatters	Smart Missile Damage	Summoned enemies	Swamp Damage	Tagged by Deathwave	Tank	Thorn damage	Thunder Bot Stuns	Tier	Total Elites	Total Enemies	Vampires	Wave	Waves Skipped
2025-07-30	07:12:00	Back to blender	farm									42,070		566.9B																																																Fast															8h 31m 5s															9				6383	
2025-07-29	14:29:00	Devo	farm									32,200		655.9B																																																Ranged															7h 22m 13s															9				5547	
2025-07-29	07:20:00	Devo	farm									38,330		619.0B																																																Ranged															7h 9m 55s															10				5312	
2025-07-28	19:01:00	Devo (forgot to upgrade)	farm									807		18.8B																																																Ranged															1h 43m 26s															10				1075	
2025-07-28	16:39:00	Devo	farm									26,020		802.6B																																																Fast															7h 1m 17s															10				4690	
2025-07-28	07:11:00	Devo	farm									30,040		656.4B																																																Ranged															7h 11m 0s															10				4987	
2025-07-27	18:00:00	Devo, need more ELS, cash, and remove second wind	farm									31,460		937.4B																																																Basic															8h 15m 18s															8				6179	
2025-07-27	07:30:00	Devo, messed up half way by picking up upgrade perk	farm									44,830		1060.0B																																																Fast															12h 2m 17s															6				8972	
2025-07-26	09:49:00		farm									35,500		792.2B																																																Fast															7h 40m 51s															10				5571	
2025-07-25	22:46:00		farm									36,050		743.1B																																																Ranged															7h 38m 16s															10				5603	
2025-07-25	14:52:00		farm									34,290		640.8B																																																Ranged															7h 1m 54s															10				5281	
2025-07-25	07:32:00		farm									20,400		221.1B																																																Basic															5h 51m 35s															10				4117	
2025-07-24	20:13:00		farm									27,560		498.5B																																																Basic															6h 32m 5s															10				4917	
2025-07-24	12:23:00		farm									26,630		531.8B																																																Ranged															6h 18m 24s															10				4608	
2025-07-24	01:24:00		farm									38,730		654.8B																																																Fast															7h 26m 25s															10				5455	
2025-07-23	15:02:00		farm									36,920		687.9B																																																Ranged															7h 25m 12s															10				5484	
2025-07-23	07:23:00		farm									36,510		679.5B																																																Fast															7h 25m 20s															10				5466	
2025-07-22	19:21:00		farm									27,000		516.8B																																																Basic															6h 27m 14s															10				4899	
2025-07-22	11:52:00		farm									11,300		317.5B																																																Ranged															4h 7m 4s															11				3073	
2025-07-22	07:30:00		farm									18,450		426.3B																																																Basic															5h 25m 0s															10				4070	
2025-07-21	22:49:00		farm									35,700		619.8B																																																Fast															7h 10m 52s															10				5408	
2025-07-21	15:17:00		farm									25,310		484.1B																																																Basic															7h 0m 21s															10				4635	
2025-07-20	16:41:00		farm									34,020		491.8B																																																Ranged															7h 12m 58s															10				5307	
2025-07-20	09:19:00		farm									38,440		452.9B																																																Ranged															8h 18m 29s															9				6168	
2025-07-19	20:06:00		farm									32,680		450.1B																																																															6h 58m 0s															10				5170	
2025-07-19	12:44:00		farm									18,570		243.3B																																																Ranged															4h 59m 46s															11				3426	
2025-07-19	07:22:00		farm									14,260		278.4B																																																Vampire															6h 0m 5s															9				4075	
2025-07-18	14:46:00		farm									32,850		418.1B																																																Fast															7h 10m 50s															10				5277	
2025-07-18	07:02:00	Increased BH size from 30m to 54m	farm									33,890		412.9B																																																Fast															8h 16m 6s															9				6000	
2025-07-17	16:30:00		farm									18,230		181.8B																																																Fast															4h 42m 3s															11				3515	
2025-07-17	07:19:00		farm									34,770		315.0B																																																Ranged															8h 58m 39s															9				5958	
2025-07-16	21:41:00		farm									17,190		165.7B																																																Fast															4h 47m 25s															11				3441	
2025-07-16	14:47:00		farm									32,430		278.6B																																																Fast															6h 55m 35s															10				5157	
2025-07-15	14:33:00		farm									27,880		257.5B																																																Fast															7h 7m 27s															10				5006	
2025-07-14	00:02:00		farm									30,480		233.2B																																																Fast															7h 5m 0s															10				5076	
2025-07-04	06:19:00		farm									21,530		180.9B																																																Scatter															5h 59m 54s															10				4401	
2025-07-03	20:00:00		farm									23,800		163.7B																																																Fast															6h 19m 58s															10				4620	
2025-07-03	13:26:00		farm									25,170		160.2B																																																Ranged															6h 10m 25s															10				4545	
2025-07-02	06:30:00		farm									25,550		180.6B																																																Basic															6h 13m 10s															10				4624	
2025-06-20	12:50:00		farm									14,080		127.3B																																																Basic															5h 43m 3s															9				4156	
2025-06-18	17:26:00		farm									12,460		120.5B																																																Ranged															4h 59m 53s															10				3600	
2025-06-16	12:34:00		farm									11,170		102.9B																																																Basic															4h 45m 35s															10				3524	
2025-06-15	08:21:00		farm									13,320		113.0B																																																Fast															5h 43m 27s															9				4244	
2025-06-13	15:55:00		farm									14,190		126.1B																																																Vampire															6h 2m 6s															9				4443	
2025-06-13	07:47:00	Unlocked Wall	farm									14,160		144.0B																																																Tank															8h 26m 4s															7				5619	
2025-06-12	12:59:00		farm									12,000		108.0B																																																Fast															5h 1m 21s															10				3689	
2025-06-10	15:54:00		farm									11,140		101.7B																																																Protector															4h 56m 13s															10				3579	
2025-06-09	14:53:00		farm									10,830		91.8B																																																Ranged															4h 50m 35s															10				3562	
2025-06-09	09:43:00		farm									14,740		89.9B																																																Ranged															8h 14m 51s															7				5541	
2025-06-06	23:55:00		farm									18,670		71.5B																																																Vampire															10h 39m 0s															6				7269	
2025-06-03	15:13:00		farm									16,470		51.7B																																																Basic															6h 42m 5s															9				4701	
2025-05-21	14:07:00		farm									9,830		49.9B																																																Basic															9h 20m 16s															6				5630	
2025-05-20	14:22:00		farm									9,200		54.4B																																																Vampire															6h 32m 20s															8				4355	
2025-05-19	15:49:00		farm									9,530		62.4B																																																Scatter															7h 33m 20s															7				4986	
2025-05-16	11:05:00		farm									7,840		45.3B																																																Tank															8h 58m 31s															5				5711	
2025-05-12	02:36:00		farm									2,150		21.8B																																																Fast															4h 57m 45s															3				6750	
2025-05-02	17:09:00		farm									8,470		12.4B																																																Basic															7h 41m 34s															7				4837	
2025-04-30	13:46:00		farm									6,500		11.3B																																																Basic															8h 53m 3s															5				5643	
2025-04-28	13:35:00		farm									3,350		2.8B																																																Basic															5h 34m 43s															7				3336	
2025-04-25	16:33:00		farm									2,150		3.0B																																																Ranged															4h 57m 45s															6				3124	
2025-04-25	11:27:00		farm									1,970		1.7B																																																Tank															4h 25m 56s															7				2722	
2025-04-22	11:33:00		farm									7,000		4.1B																																																Vampire															9h 3m 33s															5				5695	
